cited,cites
W2902907165,W2257979135
W2902907165,W2766447205
W2898598946,W2102304447
W2898598946,W2259938310
W2898598946,W2096465161
W2898598946,W4250359879
W2898598946,W2761275051
W2898598946,W2104549677
W2898598946,W2256016639
W2898598946,W4210702584
W2898598946,W2077327925
W2898598946,W2141831115
W2898598946,W2154139219
W2900030356,W2110375946
W2900030356,W2160947363
W2900030356,W2108718991
W2900030356,W2124351063
W2900030356,W2136879569
W2900030356,W2034285706
W2900030356,W1005007408
W2963341956,W2108598243
W2963341956,W2117130368
W2963341956,W2250539671
W2963341956,W2025768430
W2963341956,W2149933564
W2963341956,W2963748441
W2963341956,W2251939518
W2944434778,W2093274439
W2949177718,W2794480084
W2949177718,W2169456326
W2949177718,W1966701961
W2949177718,W2794521141
W2949177718,W2014677321
W2949177718,W1966327575
W2949177718,W2124985265
W2949177718,W2108234281
W2949177718,W2161546116
W2949177718,W2179438025
W2949177718,W2032518018
W2949177718,W2151409320
W2949177718,W2747877289
W2949177718,W2102619694
W2949177718,W2341539131
W2949177718,W2069089843
W2949177718,W2894687190
W2949177718,W2739492614
W2949177718,W1964895626
W2949177718,W2097065948
W2949177718,W2817838603
W2949177718,W2951506174
W2949177718,W2997280954
W2949177718,W2766437506
W2928665623,W2158217645
W2928665623,W2103017472
W2928665623,W4294216483
W2928665623,W2130410032
W2928665623,W2767891136
W2928665623,W4250359879
W2928665623,W2159675211
W2928665623,W2345356016
W2928665623,W2124649657
W2928665623,W2136850043
W2928665623,W2158804744
W2928665623,W2133465414
W2928665623,W2559466477
W2928665623,W1979594866
W2928665623,W2611604995
W2928665623,W1989277387
W2928665623,W2154139219
W2950504429,W1979290264
W2964849163,W2171777347
W2964849163,W2096791516
W2964849163,W2018838463
W2964849163,W2116041602
W2964849163,W2168909179
W2964849163,W2122732537
W2964849163,W2124985265
W2964849163,W2103441770
W2964849163,W2097341408
W2964849163,W2136145671
W2964849163,W2112113834
W2964849163,W2102278945
W2964849163,W2129933858
W2964849163,W2170551349
W2964849163,W2139760555
W2964849163,W2149992227
W2964849163,W2124362779
W2963420686,W1677182931
W2963420686,W2183341477
W2963420686,W2531409750
W2963420686,W2117539524
W2963420686,W2194775991
W2963420686,W2549139847
W2963420686,W2097117768
W2963420686,W1665214252
W2963420686,W2163605009
W2963420686,W2149933564
W2963420686,W2097998348
W2963420686,W639708223
W2954996726,W2163605009
W2954996726,W2395579298
W2954996726,W2250539671
W2954996726,W2581082771
W2954996726,W2148143831
W2954996726,W569478347
W2954996726,W2593414223
W2954996726,W2108598243
W2954996726,W2149933564
W2954996726,W2138011018
W2954996726,W2161969291
W2954996726,W2151103935
W2954996726,W2102605133
W2954996726,W2402144811
W2954996726,W2145287260
W2954996726,W2099471712
W2954996726,W2187089797
W2954996726,W2095705004
W2954996726,W2963470893
W2954996726,W2194775991
W2954996726,W2296073425
W2970641574,W2963341956
W2970641574,W2250539671
W2970641574,W2251939518
W2970641574,W2114524997
W2970641574,W2160660844
W2984472267,W2794480084
W2984472267,W2794521141
W2984472267,W2951506174
W2984472267,W2146512944
W2984472267,W2123491442
W2984472267,W2766437506
W2984472267,W2169456326
W2984472267,W2889326414
W2984472267,W2902652978
W2984472267,W2070050178
W2984472267,W2345356016
W2984472267,W2103017472
W2984472267,W2131681506
W2981731882,W2891503716
W2981731882,W1787224781
W2981731882,W2134732827
W2981731882,W2062118960
W2981731882,W2123649031
W2981731882,W2945976633
W2981731882,W2165698076
W2981731882,W2910705748
W2981731882,W1947481528
W2981731882,W2541884796
W2981731882,W2295107390
W2981731882,W2612690371
W2981731882,W2962858109
W2981731882,W2963819344
W2981731882,W2282821441
W2981731882,W2559655401
W2945976633,W2910705748
W2988396470,W2142678478
W2988396470,W2045204781
W2988396470,W2950954328
W2988396470,W2008856488
W2988396470,W1900937478
W2988396470,W2031611770
W2988396470,W2111647009
W2988396470,W2141052558
W2988396470,W2160378127
W2988396470,W2277953252
W2973457155,W2180229411
W2973457155,W2109184569
W2973457155,W2154197653
W2973457155,W2786390877
W2973457155,W2154714625
W2973457155,W2124026197
W2973457155,W2734356283
W2973457155,W2011301426
W2973457155,W2074986801
W2973457155,W2163341755
W2973457155,W2131350133
W2973457155,W2765322245
W2955058313,W2412782625
W2955058313,W2560023338
W2955058313,W2340897893
W2955058313,W2031489346
W2911489562,W2250539671
W2911489562,W2963341956
W2979750740,W2558748708
W2979750740,W2211722331
W2979750740,W2160821342
W2979750740,W2116341502
W2979750740,W2101491865
W2979750740,W569478347
W2979750740,W2099471712
W2979750740,W2560722161
W2979750740,W2560609797
W2979750740,W1920022804
W2979750740,W2163605009
W2982770724,W2549139847
W2982770724,W2108598243
W2982770724,W1536680647
W2982770724,W2194775991
W2982770724,W2570343428
W2982770724,W2916798096
W2982770724,W639708223
W2949676527,W2899771611
W2919979744,W2290883490
W2919979744,W2168081761
W2919979744,W2072955302
W2919979744,W2061438946
W2919979744,W883434633
W2919979744,W2096166399
W2919979744,W2738900493
W2919979744,W2585392941
W2919979744,W2031183907
W2919979744,W1999284878
W2919979744,W2109364787
W2788228074,W1983403167
W2788228074,W2538143681
W2788228074,W2950354111
W2788228074,W2120902911
W2788228074,W1982855075
W2916798096,W2560023338
W2916798096,W2560474170
W2916798096,W2097117768
W2916798096,W2412782625
W2912213068,W2473418344
W2912213068,W2165698076
W2912213068,W2257979135
W2912213068,W2159024459
W2944545583,W2345356016
W2944545583,W2027847170
W2944545583,W2611604995
W2944545583,W2103017472
W2944545583,W2130410032
W2944545583,W2917207851
W2944545583,W1617495083
W2944545583,W2012034410
W2944545583,W3136918052
W2944545583,W2010457001
W2944545583,W2159675211
W2944545583,W1969353942
W2944545583,W2537679995
W2944545583,W2910111050
W2944545583,W1989277387
W2946657092,W1533942137
W2946657092,W2018838463
W2946657092,W2158485828
W2946657092,W2607129810
W2946657092,W2796207838
W2946657092,W2120865735
W2946657092,W2749613778
W2981869278,W2893425640
W2975424845,W2119605658
W2975424845,W2139168999
W2986925300,W2745006471
W2986925300,W2138122982
W2986925300,W2143485490
W2986925300,W2951254987
W2986925300,W2889019390
W2962730651,W2570343428
W2962730651,W2194775991
W2962730651,W3141776272
W2962730651,W639708223
W2962730651,W1533861849
W2997022986,W2103017472
W2997022986,W1989277387
W2997022986,W2158217645
W2997022986,W2559588208
W2997022986,W2345356016
W2997022986,W2214074259
W2997022986,W2096173332
W2938574745,W2142678478
W2938574745,W2101291993
W2938574745,W3136918052
W2938574745,W1996423252
W2938574745,W2120772351
W2938574745,W2160378127
W2934047558,W2057327293
W2934047558,W1965464747
W2934047558,W2075511306
W2934047558,W2527042386
W2997280954,W2179438025
W2997280954,W2069089843
W2997280954,W2794480084
W2997280954,W2949177718
W2997280954,W2800392236
W2997280954,W2190545194
W2997280954,W2130116522
W2997280954,W2152239989
W2997280954,W2137526110
W2997280954,W2114104545
W2997280954,W2081098333
W2997280954,W2739492614
W2997280954,W2889326414
W2912990441,W2161746138
W2912990441,W2170747616
W2912990441,W2165698076
W2912990441,W2095705004
W2991188715,W2032842297
W2991188715,W2319902168
W2991188715,W1979368277
W2991188715,W2086945873
W2992308087,W2117539524
W2992308087,W2183341477
W2992308087,W2097117768
W2992308087,W2412782625
W2992308087,W2295107390
W2992308087,W2194775991
W2992308087,W2031489346
W2992308087,W1895577753
W2992308087,W2549139847
W2992308087,W2095705004
W2992308087,W2998508940
W2992308087,W2163605009
W2992308087,W2899771611
W2992308087,W2274287116
W2992308087,W639708223
W2981137429,W2174602966
W2981137429,W2045435533
W2981137429,W2064815984
W2981137429,W2003171404
W2981137429,W2336828812
W2981137429,W2766599608
W2981137429,W2169244146
W2981137429,W2107959600
W2981137429,W2003797386
W2981137429,W2224398381
W2981137429,W2146512944
W2981137429,W2320983896
W2981137429,W1999574084
W2969424089,W1971443733
W2969424089,W2082432933
W2969424089,W2950077417
W2969424089,W2990747873
W2995576379,W1988050849
W2995576379,W2905811773
W2995576379,W2130892515
W2995576379,W2100739170
W2995576379,W2223470559
W2995576379,W2105846236
W2995576379,W2167344400
W2995576379,W2950750906
W2995576379,W1815596065
W2995576379,W2000380427
W2995576379,W2118338381
W2901954177,W2026062398
W2901954177,W2122082385
W2901954177,W2094939159
W2901954177,W2110835349
W2901954177,W2107608009
W2901954177,W2091705028
W2901954177,W2807308836
W2949867654,W2111211467
W2949867654,W2111647009
W2949867654,W2031611770
W2949867654,W2141052558
W2990747873,W2082432933
W2990747873,W2969424089
W2978346165,W2032285541
W2978346165,W2141975087
W2978346165,W2140699752
W2953151710,W2794480084
W2953151710,W2135937351
W2953151710,W2102212449
W2953151710,W2006617902
W2953151710,W2069089843
W2953151710,W2951506174
W2953151710,W1831050183
W2953151710,W2817838603
W2936349953,W2252795400
W2981863007,W2156098321
W2979811825,W2115888213
W2979811825,W2614081736
W2979811825,W2160378127
W2979811825,W2128880918
W2979811825,W2799524357
W2979811825,W2133870991
W2979811825,W2563535234
W2979811825,W2336330109
W2979811825,W2111647009
W2979811825,W2148698435
W2979811825,W2159957100
W2979811825,W2131473084
W2996597775,W1979290264
W2996597775,W2950504429
W2996597775,W2129660502
W2996597775,W2524597629
W2996597775,W2305278139
W2996597775,W2754799758
W2996597775,W2138664283
W2996597775,W2900619723
W2996597775,W1780778418
W2996597775,W4235278727
W2996290406,W2916798096
W2996290406,W2734349601
W2996290406,W2884436604
W2996290406,W2253429366
W2996290406,W4231109964
W2996290406,W2194775991
W2996290406,W2395611524
W2946412700,W2169678694
W2946412700,W2900090807
W2946412700,W2593436234
W2969625533,W2891503716
W2969625533,W2526781987
W2969625533,W2923537029
W2971763914,W2020093054
W2971763914,W2058541903
W2971836485,W2252795400
W2971836485,W2765081049
W2971836485,W2167572849
W2971836485,W1909359706
W2938868597,W2103901746
W2938868597,W2887136521
W2938868597,W2745006471
W2938868597,W2599417231
W2938868597,W2112364185
W2936774411,W2183341477
W2936774411,W1494198834
W2936774411,W2143612262
W2936774411,W1524333225
W2936774411,W2327501763
W2936774411,W2147768505
W2946173685,W2130410032
W2946173685,W2043274355
W2946173685,W2559588208
W2946173685,W2165232124
W2946173685,W2162151166
W2990503944,W2549139847
W2990503944,W2194775991
W2990503944,W1677182931
W2990503944,W2963155035
W2990503944,W1536680647
W2990503944,W2108598243
W2990503944,W2097117768
W2990503944,W2163605009
W2982316857,W179875071
W2982316857,W2902907165
W2982316857,W2257979135
W2982316857,W2145339207
W2982316857,W2194775991
W2982316857,W2121863487
W2910597635,W2597150627
W2970358232,W2014946489
W2970358232,W2898440040
W2970358232,W1978337436
W2970358232,W1988163167
W2970358232,W2065566217
W2970358232,W2173732482
W2970358232,W2043398720
W2970358232,W2900044275
W2970358232,W2950595506
W2989604896,W2570343428
W2989604896,W2102605133
W2989604896,W2109255472
W2989604896,W2194775991
W2989604896,W2031489346
W2989604896,W2601564443
W2989604896,W2088049833
W2989604896,W2899771611
W2989604896,W1536680647
W2989604896,W639708223
W2989604896,W2916798096
W2982531601,W2779019546
W2982531601,W2134852597
W2982531601,W2544493586
W2982531601,W2899070097
W2982531601,W2130479394
W2982531601,W2767891136
W2982531601,W2142678478
W2982531601,W2143485490
W2982531601,W2045204781
W2982531601,W2170551349
W2982531601,W2103441770
W2982531601,W2114850508
W2982531601,W2096525273
W2991012415,W2898402099
W2991012415,W2559191318
W2928165649,W2151103935
W2928165649,W2560023338
W2928165649,W2057175746
W2928165649,W2109255472
W2928165649,W2194775991
W2928165649,W2097117768
W2928165649,W2549139847
W2928165649,W2183341477
W2928165649,W2531409750
W2928165649,W2037227137
W2928165649,W2031489346
W2928165649,W2102605133
W2928165649,W2412782625
W2928165649,W2962858109
W2928165649,W2916798096
W2928165649,W2117539524
W2928165649,W2274287116
W2928165649,W639708223
W2928165649,W2992308087
W2928165649,W2163605009
W2928165649,W2963420686
W3003668884,W3002539152
W3036319615,W2103017472
W3036319615,W2157009395
W3036319615,W2142678478
W3036319615,W2115888213
W3036319615,W2158804744
W3036319615,W2132926880
W3036319615,W2406250479
W3036319615,W2119205648
W3036319615,W4294216483
W3036319615,W2086561953
W3036319615,W2037993016
W3036319615,W2111647009
W3005235420,W2917207851
W3005235420,W2344940607
W3005235420,W1900937478
W3005235420,W2111211467
W3005235420,W2952045272
W3005235420,W2951464304
W3005235420,W2614081736
W3005235420,W2949867654
W3005235420,W2133870991
W3005235420,W2122082385
W3005235420,W1983102293
W3005235420,W2111647009
W3005235420,W2031611770
W3005235420,W2141052558
W3096831136,W2108598243
W3096831136,W2559655401
W3096831136,W2612690371
W3096831136,W2099471712
W3035524453,W2194775991
W3035524453,W2549139847
W3035524453,W2798991696
W3035524453,W2138621090
W3035524453,W1536680647
W3035524453,W2102605133
W3035524453,W2025768430
W3035524453,W2131846894
W3035524453,W2340897893
W3035524453,W2108598243
W3035524453,W2031489346
W3035524453,W2099471712
W3035524453,W2963341956
W3035524453,W2412782625
W3035524453,W639708223
W3083406432,W2153544371
W3083406432,W3136918052
W3083406432,W2130479394
W3083406432,W2132629607
W3083406432,W2734356283
W3083406432,W3007643904
W3083406432,W2096525273
W3092861045,W2110052313
W3092861045,W2530597942
W3001195213,W2132260239
W3107527779,W1985213868
W3107527779,W2950764390
W3107527779,W2096173332
W3107527779,W2105924489
W3107527779,W2110256992
W3107527779,W2950595506
W3107527779,W3136918052
W3107527779,W2898402099
W3107527779,W2911489562
W3107527779,W4231254854
W3107527779,W1989277387
W3034971973,W2549139847
W3034971973,W2570343428
W3034971973,W2982770724
W3034971973,W2194775991
W3034971973,W2531409750
W3034971973,W2037227137
W3034971973,W1536680647
W3034971973,W639708223
W2979826702,W2923014074
W2979826702,W2123442489
W3095583226,W2898402099
W3095583226,W2224056471
W3095583226,W3136918052
W2999615587,W2282821441
W2999615587,W2157840751
W3034552520,W2183341477
W3034552520,W2097117768
W3034552520,W2549139847
W3034552520,W2194775991
W3034552520,W2108598243
W3034552520,W2531409750
W3034552520,W2955058313
W3034552520,W639708223
W3034552520,W1665214252
W3034552520,W2163605009
W3112376646,W3136918052
W3112376646,W2951257985
W3112376646,W4210702584
W3112376646,W2950595506
W3112376646,W2051978340
W3112376646,W2155804510
W3112376646,W2011920499
W3112376646,W2983166786
W3112376646,W2096525273
W3112376646,W2154139219
W3014067025,W3004280078
W3014067025,W3003217347
W3014067025,W3004318991
W3014067025,W3009335299
W3014067025,W3008394341
W3014067025,W3009912996
W3014067025,W3007643904
W3014067025,W3004348779
W3014067025,W2163341755
W3014067025,W2144081223
W3014067025,W2109184569
W3041133507,W2253429366
W3041133507,W2786808285
W3041133507,W2593768305
W3041133507,W2108598243
W3041133507,W2395579298
W3041133507,W2025768430
W3041133507,W2097117768
W3041133507,W2165698076
W3041133507,W2194775991
W3041133507,W2121947440
W3041133507,W1964357740
W3041133507,W2099471712
W3041133507,W2163605009
W3041133507,W2149933564
W3041133507,W2165874743
W3027286012,W2952001873
W3027286012,W2533508881
W3027286012,W2507880739
W3027286012,W1985987855
W3027286012,W2765224588
W3027286012,W2158485828
W3027286012,W1999574084
W3027286012,W2153056550
W3027286012,W2157852151
W3027286012,W2142300779
W3027286012,W2114104545
W3027286012,W2886498337
W3027286012,W2796408191
W2999309192,W2911964244
W2999309192,W1966976587
W2999309192,W1565746575
W2999309192,W2170505850
W2999309192,W2888728157
W2999309192,W1966716734
W2999309192,W4294214983
W2999309192,W2158698691
W2999309192,W2070493638
W3008696669,W3002539152
W3008696669,W3003668884
W3008696669,W3001195213
W4236357753,W4296816736
W4236357753,W2049069390
W4236357753,W2302501749
W2885195348,W2079735306
W2885195348,W2559655401
W2885195348,W1689711448
W3014125413,W2133488074
W3014125413,W2117779820
W3014125413,W1867005924
W3014125413,W1989120577
W3042011474,W2549139847
W3042011474,W2989604896
W3042011474,W2108598243
W3042011474,W2194775991
W3042011474,W2928165649
W3034310241,W2067718414
W3034310241,W2739439285
W3034310241,W2119547517
W3034310241,W2122427541
W3034310241,W2031430816
W3034310241,W2028046413
W3016249157,W2170899200
W3019350884,W2098923148
W3019350884,W2139168999
W3012284084,W3002539152
W3012284084,W2160337655
W3014641072,W2955058313
W3014641072,W2989604896
W3014641072,W2340897893
W3014641072,W2395611524
W3014641072,W2884436604
W3014641072,W2560023338
W3014641072,W2194775991
W3014641072,W2981689412
W3014641072,W2549139847
W3014641072,W2097117768
W3014641072,W2916798096
W3014641072,W2982770724
W3014641072,W639708223
W3014641072,W2412782625
W3014641072,W2163605009
W3010131837,W3004912618
W3010131837,W3003668884
W3010131837,W3004397688
W3035414587,W2194775991
W3035414587,W2108598243
W3035414587,W2531409750
W3035414587,W639708223
W3035414587,W2163605009
W3112066496,W2979586175
W3032971139,W3012284084
W2997747012,W639708223
W2997747012,W2982770724
W2997747012,W2570343428
W2997747012,W2962721361
W3097145107,W2899070097
W3097145107,W2177317049
W3097145107,W3136918052
W3097145107,W2767891136
W3097145107,W4231254854
W3097145107,W1989277387
W3097145107,W2096525273
W3097145107,W1577231857
W2999318660,W2132260239
W3112600195,W2900044275
W3112600195,W1490161904
W3112600195,W2950595506
W3112600195,W2302501749
W3111521801,W2167279371
W3111521801,W2107554012
W3111521801,W2194775991
W3111521801,W2475287302
W3111521801,W2471536144
W3111521801,W2110158442
W3111521801,W2011301426
W3111521801,W2962730651
W3111521801,W2559655401
W3111521801,W2187089797
W3045200674,W2054141820
W3045200674,W1533861849
W3045200674,W2194775991
W3027308092,W2014166972
W3027308092,W2003193361
W3027308092,W2000770615
W3027308092,W2085093563
W3027308092,W2118233996
W3027308092,W2120145199
W3017049640,W2168909179
W3017049640,W2886785109
W3017049640,W1482190741
W3017049640,W2156125289
W3017049640,W2127774996
W3017049640,W1981239255
W2998789541,W2174661749
W2998789541,W2103004421
W2998789541,W2083927153
W2998789541,W2327037637
W2998789541,W2088783247
W2998789541,W2767128594
W3007935255,W2159675211
W3007935255,W2900144939
W3007935255,W2771542157
W3007935255,W2471536144
W3007935255,W2915848182
W3007935255,W2147526198
W3007935255,W2069089843
W3007935255,W2800392236
W2999044305,W2130479394
W2999044305,W2194775991
W2999044305,W2051210555
W2999044305,W2082667898
W2999044305,W2102245393
W2999044305,W2095705004
W2990648940,W2891378911
W2990648940,W1617328014
W2990648940,W2085001923
W2990648940,W2156098321
W2998553334,W2145113795
W2998553334,W2143560894
W2998553334,W2152195021
W2998553334,W2061438946
W2998553334,W2072955302
W2998553334,W1976744965
W2998553334,W2287814884
W3022535278,W2170816415
W3022535278,W1979290264
W3022535278,W2763766763
W3012690896,W3003668884
W3105081694,W3010604545
W3105081694,W2194775991
W3105081694,W2108598243
W3013594674,W3004912618
W3013594674,W3003668884
W3013594674,W2097360283
W3013594674,W2158196600
W3013594674,W3012284084
W3013594674,W2151570219
W3013594674,W1951724000
W3013594674,W4294541781
W3013594674,W2122825543
W2998885490,W2015834247
W2998885490,W2121745948
W2998885490,W2193503481
W2998885490,W1985217958
W2998885490,W2115247641
W2998885490,W2110179017
W2998885490,W2125634634
W2998885490,W1970327765
W2998885490,W2171675471
W2998885490,W2337225114
W2998885490,W2051416171
W3001362559,W2170816415
W3001362559,W1979290264
W3001362559,W1981425990
W3001362559,W2155243985
W3001362559,W2061504941
W3001362559,W2142225512
W3001362559,W4294214983
W3001362559,W2331393505
W3001362559,W2109305774
W3001362559,W2138664283
W3001362559,W4235278727
W3001362559,W1966976587
W3005332201,W2737217596
W3005332201,W2037496050
W3005332201,W2169904088
W3005332201,W2294707565
W3046751266,W2150981663
W3046751266,W2127522551
W3046751266,W2067718414
W3046751266,W2057477511
W3046751266,W2149655632
W3046751266,W2057806291
W3046751266,W2739439285
W3046751266,W2029582401
W3046751266,W2180229411
W3046751266,W2021520922
W3085758516,W2132341951
W3085758516,W2968499116
W3085758516,W2073026107
W3085758516,W2538143681
W3085758516,W2155628349
W3085758516,W2950354111
W3085758516,W1983403167
W3085758516,W3002362821
W3085758516,W2117131162
W3036135788,W2169456326
W3036135788,W2107772251
W3036135788,W2102278945
W3036135788,W2108234281
W3036135788,W2599417231
W3036135788,W2137586531
W3043220753,W2950077417
W3043220753,W2969424089
W3043220753,W2121607567
W3043220753,W2150166076
W3043220753,W2082432933
W3043220753,W2990747873
W2998175747,W2557738935
W2998175747,W2581082771
W3045004532,W2097998348
W3045004532,W2117756735
W3045004532,W2163605009
W3045004532,W1663973292
W3015988827,W3010233963
W3015988827,W3003668884
W3015988827,W3012284084
W3015988827,W3013594674
W3015988827,W2038669746
W3015988827,W2097360283
W3015988827,W3023441241
W3015988827,W2122825543
W2097255042,W2147246240
W1494075612,W2141652419
W1494075612,W2152458080
W2137683543,W1497947649
W2149353640,W2141885858
W2152458080,W4213149192
W2611370172,W3133236490
W2149166037,W1568390176
W2065996794,W2141652419
W2065996794,W1494075612
W2141452262,W2002698073
W2146264532,W2147246240
W2127230663,W2141652419
W2127230663,W1494075612
W2127230663,W2065996794
W2127230663,W4213149192
W2127230663,W2133790733
W2127230663,W2141885858
W2131994307,W2147246240
W2131994307,W2097255042
W2131994307,W4294107304
W2131994307,W2044702943
W2131994307,W2157795344
W1611419331,W1916491745
W1611419331,W2166903671
W1611419331,W2117991391
W1611419331,W2152993806
W1928998639,W1577941315
W2130790725,W2065304353
W2151922790,W1611419331
W2151922790,W2152993806
W2151922790,W1916491745
W2151922790,W2166903671
W2151922790,W1920303762
W2151922790,W2054109341
W2151922790,W2117991391
W2151922790,W2167557255
W2151922790,W1992941735
W2117991391,W1916491745
W2117991391,W2166903671
W2167869241,W2065304353
W2167869241,W4294216483
W1486722793,W1575585006
W2152993806,W1916491745
W2152993806,W2166903671
W2167557255,W1920303762
W2167557255,W1916491745
W2167557255,W2166903671
W2167557255,W2152993806
W2167557255,W2117991391
W2167557255,W2054109341
W2167557255,W2151922790
W2167557255,W1992941735
W2061008984,W2168909179
W2061008984,W2055666215
W2122082385,W2994240441
W1509466986,W2141452262
W1509466986,W2002698073
W1992941735,W1920303762
W1992941735,W2054109341
W1992941735,W2167557255
W1992941735,W2151922790
W1603793127,W2002698073
W1603793127,W2141452262
W2141913814,W2161444534
W1727290854,W2147246240
W1727290854,W2097255042
W1727290854,W2044702943
W2054109341,W1920303762
W2054109341,W1916491745
W2054109341,W2166903671
W2054109341,W2117991391
W2054109341,W2152993806
W2054109341,W1611419331
W2164004777,W4213149192
W2124281279,W2168909179
W2124281279,W1996423252
W2097413644,W2147246240
W2097413644,W2097255042
W2097413644,W1727290854
W2097413644,W2044702943
W1575585006,W1967261754
W1575585006,W1486722793
W2126376871,W2008715871
W2126376871,W1984547206
W2134351926,W1594032928
W2141885858,W2136145671
W2141885858,W2130479394
W2141885858,W2141652419
W2141885858,W2096525273
W2141885858,W2168909179
W2141885858,W2137015675
W2141885858,W2105329815
W2141885858,W2152770371
W2151464048,W2168909179
W2151464048,W2127230663
W2151464048,W1494075612
W2151464048,W2141652419
W2151464048,W2156622081
W2151464048,W4213149192
W2151464048,W2152664025
W2151464048,W2163188200
W2107503723,W2173497140
W2107503723,W2581259096
W2107503723,W2158048826
W2152664025,W1642457845
W2152664025,W1670573097
W2152664025,W2061008984
W2158048826,W1631250427
W2171280873,W1645305843
W2135314242,W2318933236
W2135314242,W2054109341
W2135314242,W2151922790
W2135314242,W1965306643
W2135314242,W2167557255
W2135314242,W1992941735
W2084619201,W2168909179
W2084619201,W2065304353
W2084619201,W2167869241
W2084619201,W1597678601
W2084619201,W2130790725
W2019851585,W2103017472
W2019851585,W1494075612
W2019851585,W2152458080
W2019851585,W2141885858
W2019851585,W2152770371
W2038783205,W1611419331
W2156622081,W1494075612
W2156622081,W2127230663
W2156622081,W2141652419
W2156622081,W2103017472
W2156622081,W2065996794
W1976564639,W2147246240
W2015132841,W2002698073
W2015132841,W2141452262
W2015132841,W1509466986
W2015132841,W1603793127
W2124166542,W2168909179
W2124166542,W4213149192
W2124166542,W2103017472
W2124166542,W2141885858
W2037036397,W2065304353
W2037036397,W2167869241
W2107356656,W1577941315
W1497947649,W2065304353
W2100668965,W2146264532
W2100668965,W2147246240
W1965306643,W2151922790
W1965306643,W2167557255
W1965306643,W1992941735
W1965306643,W1920303762
W1965306643,W2054109341
W1965306643,W2117991391
W4294326454,W1494075612
W2012960603,W2149353640
W2063264144,W2118471749
W2156737316,W2065304353
W2156737316,W2167869241
W2156737316,W2130790725
W2156737316,W2084619201
W2156737316,W1650797637
W2141042406,W2098126593
W2126602684,W2137683543
W2126602684,W2146264532
W2126602684,W2110699703
W2006559495,W1611419331
W2138550913,W1727290854
W2138550913,W4294107304
W2138550913,W2171033594
W2138550913,W2157795344
W2139122477,W1499500424
W2147863419,W1519633296
W1966701961,W2147246240
W1966701961,W2096863518
W1996487270,W1611419331
W1996487270,W4294107304
W1996487270,W2157795344
W2159400887,W2097413644
W2159400887,W2097255042
W2159400887,W2128985829
W2122598723,W2146264532
W2122598723,W2100668965
W2092868756,W2097413644
W2092868756,W2128985829
W2092868756,W2159400887
W2092868756,W2097255042
W2092868756,W2147246240
W2099901798,W2156434383
W2023427658,W1483167997
W2123106337,W4294107304
W2123106337,W2105381419
W2123106337,W2157795344
W2162196924,W2088842558
W2097811455,W1575585006
W2097811455,W1486722793
W2097811455,W1567420244
W1966238900,W2104548316
W1966238900,W2132260239
W2058401000,W1642457845
W2058401000,W1670573097
W2058401000,W2152664025
W2058401000,W2141042406
W2058401000,W2122732537
W2058401000,W2061008984
W2058401000,W2127230663
W2058401000,W2168909179
W2008856488,W2103017472
W2008856488,W2124166542
W2008856488,W2019851585
W2008856488,W2133790733
W2157840751,W2147246240
W2157840751,W2097255042
W2157840751,W2131994307
W2157840751,W1976564639
W2157840751,W2128985829
W2157840751,W2138550913
W2157840751,W2160450758
W2157840751,W2044702943
W2098115340,W1494075612
W2098115340,W2142437744
W2098115340,W2038492783
W1980269624,W1920303762
W1980269624,W2151922790
W1980269624,W2167557255
W1980269624,W1992941735
W1980269624,W1965306643
W1980269624,W2054109341
W1980269624,W2117991391
W1980269624,W2152993806
W1980269624,W1611419331
W2109972881,W2100668965
W2109972881,W2038437697
W2109972881,W2120865735
W2109972881,W2170989872
W2167650288,W2023427658
W2095724872,W3095583226
W2095724872,W2141885858
W45534775,W1544923801
W1527927437,W2141652419
W1527927437,W2103017472
W2155606054,W2168909179
W2155606054,W2141652419
W2155606054,W1494075612
W2155606054,W2151464048
W2155606054,W2019851585
W2085525886,W2099901798
W2085525886,W1555476426
W2169805130,W2065304353
W2169805130,W2167869241
W2169805130,W2084619201
W2169805130,W2037036397
W2169805130,W2126602684
W2169805130,W2142437744
W2169805130,W2013947447
W2169805130,W2107913200
W1990221500,W2180478016
W2158267770,W2147246240
W2158267770,W1976564639
W1967464880,W2150999725
W2130417276,W2032866243
W2001568034,W2138226825
W2013947447,W2084619201
W2013947447,W2169805130
W2013947447,W1597678601
W2099524720,W2156622081
W2120456037,W1965306643
W2120456037,W1920303762
W2120456037,W2117991391
W2120456037,W2054109341
W2120456037,W1980269624
W2120456037,W1916491745
W2120456037,W2151922790
W2120456037,W2103017472
W2038492783,W2141652419
W2038492783,W2168909179
W2038492783,W2127230663
W2038492783,W1494075612
W2028036560,W2158048826
W2028036560,W1631250427
W2137440275,W2143729842
W2026578487,W2161057248
W2059382687,W1920303762
W2059382687,W2135314242
W2059382687,W2151922790
W2059382687,W1965306643
W2059382687,W2167557255
W2059382687,W1980269624
W2150163104,W2158048826
W2150163104,W2126851387
W2150163104,W1608762409
W2150163104,W2138442302
W2126851387,W2150163104
W2126851387,W1608762409
W2126851387,W2138442302
W2153983456,W2130479394
W2098425296,W2103017472
W2098425296,W4213149192
W2098425296,W2141885858
W2098425296,W2168909179
W2098425296,W2151464048
W2098425296,W2164004777
W2098425296,W2122732537
W2098425296,W2127230663
W2116864112,W2130516299
W2043696829,W2139248078
W2043696829,W2163188200
