Node ID,Year 0 (Deviation Score), Year 0 (Is Anomaly),Year 1 (Deviation Score), Year 1 (Is Anomaly),Year 2 (Deviation Score), Year 2 (Is Anomaly),Year 3 (Deviation Score), Year 3 (Is Anomaly),Year 4 (Deviation Score), Year 4 (Is Anomaly),Mean Deviation Score,Anomaly Status Churn
13,0.10357356215051065,0,0.11123680719174445,0,0.11123680936483045,0,0.10258893389254808,0,0.09634100816523035,0,0.1049954241529728,0
14,0.04404603876173496,0,0.11123686012191077,0,0.11123685329221189,0,0.031901853159070015,1,0.037461058547099434,0,0.06717653277640541,1
15,0.10072554952542608,0,0.14331768018503985,0,0.1433176804954807,0,0.10393733659293503,0,0.09520239258805911,0,0.11730012787738815,0
16,0.06307385489344597,0,0.08011188916862011,0,0.07992069547375043,0,0.0630740871032079,0,0.06307414608697097,0,0.06985093454519907,0
17,0.2535995797564586,1,0.11250956449657679,0,0.11251289987315734,0,0.2827542206893365,1,0.2536190828929345,1,0.20299906954169272,1
18,0.10034276510123163,0,0.10034272148429106,0,0.09634089772589505,0,0.1003427734443297,0,0.10034276168638219,0,0.09954238388842593,0
19,0.11518506963814919,0,0.10072552028577775,0,0.34374007512815297,1,0.1151850769141068,0,0.11518506292486563,0,0.15800416097821046,1
20,0.07064872483412425,0,0.11123646493069828,0,0.11123646493069828,0,0.6540719737143567,1,0.08150725563367207,0,0.20574017680870987,1
21,0.16183624975383282,0,0.14331739279441535,0,0.14331739279441535,0,0.14933600338796774,0,0.13035093558331332,0,0.14563159486278893,0
22,0.052736327440167464,0,0.1386934189746777,0,0.1386934189746777,0,0.04590852946663896,0,0.04090630387266477,0,0.08338759974576533,0
23,0.18922121760745844,1,0.14331739279441535,0,0.14331739279441535,0,0.17542000177005926,0,0.14830033543209234,0,0.15991526807968814,1
24,0.039542468885580696,0,1.0911293565295637,1,0.13869527525578937,0,0.03954242977003256,0,0.03954245646794637,0,0.2696903973817825,1
25,1.123385751619935,1,0.12592877090598145,0,0.12592878503104052,0,1.155940964197119,1,1.1286853682249784,1,0.7319739279958108,1
26,0.04171355006595453,0,0.0417135755221049,0,0.04171355813741684,0,0.041713522747159004,0,0.04171356000006199,0,0.04171355329453945,0
27,0.8397769077370564,1,0.857048719500502,1,0.8756237719208002,1,0.8397767587254444,1,0.8397769747922817,1,0.8504006265352169,0
28,0.23107156778375307,0,0.13109197902182737,0,0.13109199237078428,0,0.25051255089541274,0,0.2317803135762612,0,0.19510968072960772,0
29,0.29230997152626514,1,0.3048358081529538,0,0.34165759074191254,1,0.29230997152626514,1,0.29230997152626514,1,0.3046846626947324,1
30,0.03802205498019854,0,0.03802204752961794,0,0.03802204752961794,0,0.03802205498019854,0,0.03802205498019854,0,0.0380220519999663,0
31,0.099751912872307,0,0.09975190972909331,0,0.09975190972909331,0,0.09975191543344408,0,0.09975191104846697,0,0.09975191176248094,0
32,0.04023728954295317,0,0.042092300951480865,0,1.1240789698592077,1,0.040237305064996086,0,0.04023728705942631,0,0.2573766304956128,1
33,0.043724048882722855,0,0.043724048882722855,0,0.043724048882722855,0,0.043724048882722855,0,0.043724048882722855,0,0.043724048882722855,0
34,0.040237300718824066,0,0.023823353151480358,1,0.04962060352166494,0,0.040237300718824066,0,0.040237300718824066,0,0.038831171765923496,1
35,0.12783494405448437,0,0.14331739791668952,0,0.14331739791668952,0,0.1250944680068642,0,0.12881476691594193,0,0.13367579496213391,0
36,0.06090101599693298,0,0.11123646493069828,0,0.11123646493069828,0,0.05318189226090908,0,0.06090101599693298,0,0.07949137082323432,0
37,0.0886269452360769,0,0.0886269452360769,0,0.0886269452360769,0,0.08862693995858233,0,0.0886269452360769,0,0.088626944180578,0
38,0.080890285782516,0,0.080890285782516,0,0.080890285782516,0,0.080890285782516,0,0.080890285782516,0,0.080890285782516,0
39,0.12092145703112085,0,0.13869341757769385,0,0.13869341757769385,0,0.12396939750760794,0,0.1247412795200944,0,0.12940379384284217,0
40,0.049363563458124794,0,0.030133029135564964,1,0.05762512795627117,0,0.049363563458124794,0,0.049363564079006515,0,0.04716976961741844,1
41,0.10195615945849568,0,0.0905428627350678,0,0.3726502131515493,1,0.10195615945849568,0,0.10195615941969056,0,0.1538123108446598,1
42,0.043813733384013176,0,0.11123757118669649,0,0.11123757801639537,0,0.0516113123546044,0,0.04381370668609937,0,0.07234278032556177,0
43,0.19148139966030917,1,0.19149821934600672,0,0.18526310784121355,0,0.19147637548545995,0,0.19148290964464346,1,0.19024040239552656,1
44,0.12881475973214643,0,0.11992282971429329,0,0.15536625815245012,0,0.12881475973214643,0,0.12881475973214643,0,0.13234667341263653,0
45,0.1288151785362667,0,0.12881512289459351,0,0.1288151227393731,0,0.12881518187350594,0,0.12881516399405277,0,0.1288151540075584,0
46,0.25971233534316224,1,0.11123646493069828,0,0.11123646493069828,0,0.3162576264391343,1,0.2747486922889948,1,0.2146383167865376,1
47,0.19163981514672437,1,2.382539219611014,1,1.8861274690522503,1,0.19163981514672437,0,0.19163981514672437,1,0.9687172268206876,1
48,0.09975341924776633,0,0.0997532398517554,0,0.10961912258062512,0,0.09975346088564645,0,0.09975340000043313,0,0.10172652851324529,0
49,0.0339972743143638,1,0.1433173951227218,0,0.1433173951227218,0,0.0339972743143638,0,0.0339972743143638,1,0.077725322637707,1
50,0.12142187791566054,0,0.13869476737454534,0,0.1386947821204861,0,0.11510939826257527,0,0.11220620964498569,0,0.1252254070636506,0
51,0.051795621092120804,0,0.11123646430981655,0,0.11123646430981655,0,0.08716912427917123,0,0.06731439630190532,0,0.0857504140585661,0
52,0.090404256246984,0,0.6838606267701834,1,0.11123646384415527,0,0.090404256246984,0,0.090404256246984,0,0.21326197187105816,1
53,0.18335633414487043,1,0.13108966359868646,0,0.13108966359868646,0,0.18335633414487043,0,0.18335633414487043,0,0.1624496659263968,1
54,1.1427267456892878,1,0.11123646430981655,0,0.11123646430981655,0,1.0090182442994167,1,1.2825008290043722,1,0.731343749522542,1
55,0.04171371894578139,0,0.04171371894578139,0,0.04171371894578139,0,0.04171371894578139,0,0.04171371894578139,0,0.04171371894578139,0
